post_id|date|user_id|user_name|text|post_url|post_type|hashtags|mentions|replies|likes|url_picture|location_id|location_name|is_video|video_duration|video_url|video_view
2444809003755952626|2020-11-17 20:46:06|7207210482|podcastmid|"Nesse episódio recebemos @carolmoncorvo e Alexandre Branco para abordarmos um tema que invadiu a vida das pessoas através de notificações no celular, informes dos bancos e principalmente muita propaganda na TV, trouxe também muitas dúvidas sobre o seu funcionamento e o que esperar do futuro das transações financeiras aqui no Brasil. O PIX.
---
🎧🎙️ Você encontra esse episódio no Spotify, Podcast Addict, Apple Podcasts, CastBox, Deezer, em midcast.com.br ou no aplicativo de sua preferência
---
#podcast #podcastbr #pix #bancocentral #pagamentos #mercadofinanceiro"|https://www.instagram.com/p/CHttNX0jNny/|GraphImage|['podcast', 'podcastbr', 'pix', 'bancocentral', 'pagamentos', 'mercadofinanceiro']|[]|0|10|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/e35/125563472_2995430387227024_5109007689230509038_n.jpg?_nc_ad=z-m&_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=qB7WwEofG8kAX_eMYLf&tp=18&oh=a917bcae34448e2d18dad5128b4aa58a&oe=5FDF3678&ig_cache_key=MjQ0NDgwOTAwMzc1NTk1MjYyNg%3D%3D.2|||False|||
2444798396177205924|2020-11-17 20:25:01|1431970558|marco_engtrader|"Fechamento de Mercado - 17/11/2020.
.
#b3 
#bolsa 
#trader 
#mercado 
#financeiro 
#análisetécnica 
#estudos 
#bancocentral 
#tendencia 
#noticias 
#Investimento 
#gains 
#gerenciamentoderisco 
#análisetécnica 
#setup 
#metodo 
#daytrader 
#swingtraders 
#positiontraders 
#risco 
#gap 
#abertura 
#fechamento 
#mercadofuturos 
#dolar 
#indicefuturo 
#indice 
#ações 
#opções 
#engenhariacivil"|https://www.instagram.com/p/CHtqzAvlkqk/|GraphImage|['b3', 'bolsa', 'trader', 'mercado', 'financeiro', 'análisetécnica', 'estudos', 'bancocentral', 'tendencia', 'noticias', 'investimento', 'gains', 'gerenciamentoderisco', 'análisetécnica', 'setup', 'metodo', 'daytrader', 'swingtraders', 'positiontraders', 'risco', 'gap', 'abertura', 'fechamento', 'mercadofuturos', 'dolar', 'indicefuturo', 'indice', 'ações', 'opções', 'engenhariacivil']|[]|0|20|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/e35/126034708_454598385539742_5640992218459613958_n.jpg?_nc_ad=z-m&_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=gY6MnceFLEoAX9esDYA&tp=18&oh=ca8f2a78c2659aada05c177388ff9fb7&oe=5FDFA630&ig_cache_key=MjQ0NDc5ODM5NjE3NzIwNTkyNA%3D%3D.2|||False|||
2444786760406654643|2020-11-17 20:01:54|44171043053|meloviannaadvogados|Segundo especialistas a adoção desse sistema pode reduzir custos para o governo, aumentar a arrecadação tributos e a adimplência dos pagamentos de impostos. #meloviannaadvogados #pix #bancocentral|https://www.instagram.com/p/CHtoJsFnd6z/|GraphImage|['meloviannaadvogados', 'pix', 'bancocentral']|[]|2|2|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/e35/125471216_384756399533644_3441392892563344162_n.jpg?_nc_ad=z-m&_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=rt69uytwvqQAX_NK5ru&tp=18&oh=185e5bb4bc3902366ed40b8d070a7483&oe=5FDC4F2E&ig_cache_key=MjQ0NDc4Njc2MDQwNjY1NDY0Mw%3D%3D.2|||False|||
2444780229053266959|2020-11-17 19:54:06|37593682798|saborear__te|"Ainda não entendeu direito sobre o PIX? 😲 Nesse vídeo eu te explico tudo o que você precisa saber 😉 

Ficou alguma dúvida? Comenta aqui! E já marca os amigues que estão por fora também 🤩

Obs: @nubank me patrocina 🤣 vivo falando bem de vocês

#pix #bancocentral #digital #tecnologia #dinheiro #transferência #nubank #mei #empreendedorismo #facilidade #saborearte #floripa #riovermelho"|https://www.instagram.com/p/CHtmqpSnjwP/|GraphVideo|['pix', 'bancocentral', 'digital', 'tecnologia', 'dinheiro', 'transferência', 'nubank', 'mei', 'empreendedorismo', 'facilidade', 'saborearte', 'floripa', 'riovermelho']|[]|11|24|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/e35/125914649_424959972244391_3848459851407332350_n.jpg?_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=JGL8XXBiRGIAX_DFHlU&tp=18&oh=8c23b6640b2e6a7a9655bf27f7cb4b91&oe=5FB75163|||True|243.933|https://instagram.faqp1-1.fna.fbcdn.net/v/t50.2886-16/10000000_775167273343735_5901743513777939227_n.mp4?_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=fBAh3dMNSsAAX9dWFkJ&oe=5FB6DE42&oh=b8d89c066acc60fcd6f78c7a198a4934|74.0
2444780552685633043|2020-11-17 19:49:34|38421100541|mulheresnasfinancas|"Já fizemos um post anteriormente sobre o PIX, mas hoje vamos atualizar as informações devido o sistema ter sido lançado ao público.

Novo sistema de pagamentos instantâneos desenvolvido pelo Banco Central, conhecido como PIX, começou a funcionar nessa segunda feira dia 16/11.

Brasileiros com contas em bancos, fintechs ou empresas de pagamento poderão pagar e receber dinheiro 24 horas por dia, 7 dias por semana, incluindo feriados.

O sistema será gratuito para pessoas físicas, que só terão de pagar se receber mais de 30 Pix por mês e isso ainda depende da política de cobrança de cada instituição financeira.

A Uber Technologies começou nesta segunda-feira a aceitar os recém-lançados pagamentos instantâneos em parceria com a startup Ebanx no Brasil. Os pagamentos instantâneos serão aceitos apenas por sua carteira digital Uber Cash e nas próximas semanas pelo serviço de entrega de comida Uber Eats, mas ainda não pelo negócio de corridas.

Segundo fonte do site CNN Brasil: O número de brasileiros que cadastraram a chave do PIX, representa uma parcela um pouco maior do que 30% da população economicamente ativa do país.

Deixamos uma caixa de pergunta nos Stories de hoje, caso tenha alguma dúvida, mande um direct que respondemos para você.

#mulheresnasfinanças #pix #bancocentral #finanças"|https://www.instagram.com/p/CHtmvWsnD4T/|GraphImage|['mulheresnasfinanças', 'pix', 'bancocentral', 'finanças']|[]|7|31|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/e35/125794575_2807753736143355_3551468245414028289_n.jpg?_nc_ad=z-m&_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=GWIKtOcVGLIAX98nSR_&tp=18&oh=f31d8eec8390a8514e73cbff8a59d6ab&oe=5FDCDF4F&ig_cache_key=MjQ0NDc4MDU1MjY4NTYzMzA0Mw%3D%3D.2|||False|||
2444779223242791931|2020-11-17 19:46:56|14049472366|thanaconta|"🙋🏻‍♀️ Pensa na minha alegria quando eu fiz um PIX (uma transferência) ontem às 23:15 e caiu em apenas um segundo na conta - fizemos esse PIX para testar e estávamos acompanhando na hora.
⠀⠀⠀⠀⠀⠀⠀⠀
Tipo... funciona mesmo tá 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻
⠀⠀⠀⠀⠀⠀⠀⠀
E você, já fez um PIX hoje?
⠀⠀⠀⠀⠀⠀⠀⠀
Comenta aqui em baixo 👇🏻😉
⠀⠀⠀⠀⠀⠀⠀"|https://www.instagram.com/p/CHtmcAjpFv7/|GraphImage|[]|[]|3|44|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/e35/125885808_1237069346669222_1333113805520948368_n.jpg?_nc_ad=z-m&_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=rp4ppiLv2YIAX8TFkFt&tp=18&oh=f131921a1c581cb38f1c05f921ecb36b&oe=5FDDE35F&ig_cache_key=MjQ0NDc3OTIyMzI0Mjc5MTkzMQ%3D%3D.2|||False|||
2444777347079457834|2020-11-17 19:43:12|22751712661|mimokids.sv|"Já estamos aceitando o novo Pix!!!
📌
#pix#bancocentral #comercio #economialocal #varejoinfantil"|https://www.instagram.com/p/CHtmAtPl8wq/|GraphImage|['pix', 'bancocentral', 'comercio', 'economialocal', 'varejoinfantil']|[]|0|3|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/e35/126029917_1528345507553699_3001789040170442950_n.jpg?_nc_ad=z-m&_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=9xu8GymhThYAX-oz2BQ&tp=18&oh=65816200549b0e6711adcb097379983e&oe=5FDD82BA&ig_cache_key=MjQ0NDc3NzM0NzA3OTQ1NzgzNA%3D%3D.2|||False|||
2444773594166984871|2020-11-17 19:35:44|1431970558|marco_engtrader|"🔴Operação de hj (17/11) com o pessoal do Close Friends📊📉📈
WINZ20
.
Duas operações, primeira stopou e segunda executou as 3 parciais com ajuste no breakeven. Gain🚀🚀🚀
.
Mais detalhes nos stories👇
@marco_engtrader
.
Lembrando que o close friends não é indicação de compra e venda de ativos/contratos. Cabe a responsabilidade de cada trader efetuar suas operações. 
.
#b3 
#bolsa 
#trader 
#mercado 
#financeiro 
#análisetécnica 
#estudos 
#bancocentral 
#tendencia 
#noticias 
#Investimento 
#gains 
#gerenciamentoderisco 
#análisetécnica 
#setup 
#metodo 
#daytrader 
#swingtraders 
#positiontraders 
#risco 
#gap 
#abertura 
#fechamento 
#mercadofuturos 
#dolar 
#indicefuturo 
#indice 
#ações 
#opções 
#engenhariacivil"|https://www.instagram.com/p/CHtlKGElACn/|GraphSidecar|['b3', 'bolsa', 'trader', 'mercado', 'financeiro', 'análisetécnica', 'estudos', 'bancocentral', 'tendencia', 'noticias', 'investimento', 'gains', 'gerenciamentoderisco', 'análisetécnica', 'setup', 'metodo', 'daytrader', 'swingtraders', 'positiontraders', 'risco', 'gap', 'abertura', 'fechamento', 'mercadofuturos', 'dolar', 'indicefuturo', 'indice', 'ações', 'opções', 'engenhariacivil']|[]|0|33|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/e35/125939391_1072286889867612_6116277549662343080_n.jpg?_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=wH1peFOamG8AX9yBtFW&tp=18&oh=7aaa33c4e0f4462173b0c5f91bc90b39&oe=5FDFA06D|||False|||
2444772415837142236|2020-11-17 19:33:38|8329233940|tvbrasilgov|"#AgoraéPix: Nova ferramenta de pagamentos do @bancocentraldobrasil permite fazer pagamentos e transferências de forma instantânea a qualquer dia e horário. Confira mais vantagens do #Pix: 📲↔️💰

#economia #tecnologia #bacen #bancocentral #brasil"|https://www.instagram.com/p/CHtk48qpXzc/|GraphVideo|['agoraépix', 'pix', 'economia', 'tecnologia', 'bacen', 'bancocentral', 'brasil']|[]|0|88|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/125467450_3479076468872920_325638562798497686_n.jpg?_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bHJkI0gK3dcAX-BZlpL&_nc_tp=25&oh=9cbe644d445cee5c728d1d0d54978b2d&oe=5FB6DB29|||True|45.033|https://instagram.faqp1-1.fna.fbcdn.net/v/t50.2886-16/126086948_834099567386146_826969232732987010_n.mp4?_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=9F_Jzy-L23EAX-Tp8B7&oe=5FB73658&oh=0e94b53894ed18304ffed186889a50ed|495.0
2444771806496445558|2020-11-17 19:32:11|40934208565|heydinheiro|"O que é o Pix?

 Pix é o novo sistema de pagamentos instantâneos criado pelo Banco Central. Podendo acontecer 24 horas por dia e também em finais de semana e feriados.

O que vai mudar afinal?

O Pix veio para agilizar os meios de pagamentos. Como uma evolução de uma TED ou um DOC que podem levar horas e dias. Tudo isso pelo seu celular.

Desse modo, nós não vamos mais precisar saber a conta, agência e bandeira do cartão para fazer um pagamento ou compra. Vamos precisar de uma chave ou QR Code que é uma visualização da chave.

O que são as chaves?

Simplesmente são um modo de identificar quem receberá o pagamento. CPF/CNPJ, e-mail, celular ou um número aleatório. 

Como cadastrar a minha chave?

1 - Abra o aplicativo ou o internet banking da sua instituição financeira
2 - Procure por Pix
3- Cadastre a sua chave

Fonte: @infomoney

#pix #bancocentral #transferencias"|https://www.instagram.com/p/CHtkwFLHFR2/|GraphSidecar|['pix', 'bancocentral', 'transferencias']|['bancocentraldobrasil']|0|2|https://instagram.faqp1-1.fna.fbcdn.net/v/t51.2885-15/e35/125846328_2846659148914053_8271392521066943998_n.jpg?_nc_ht=instagram.faqp1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=CAUktyW10DMAX81pn82&tp=18&oh=86b19dd3b9700fcfb96adb9bac6b6a7c&oe=5FDFDDE5|||False|||
